id,skill_name,icon_name,created_at
7943ff18-07a1-41b4-8d05-813b5c359288,WebAssembly,SiWebassembly,2025-09-06 07:32:03.554936+00
79c773cc-5f6c-4a04-b6d1-095971dd8d3d,New Relic,SiNewrelic,2025-09-06 07:32:03.554936+00
7d29acdd-768f-4b93-9800-36486a0c84be,Jest,SiJest,2025-09-06 07:32:03.554936+00
7faf54c3-f7c2-43b6-b134-51536e96ea51,Zustand,SiZustand,2025-09-06 07:32:03.554936+00
7fbd0788-a36f-4d78-bc64-23ed795b7750,Redux,SiRedux,2025-09-06 07:32:03.554936+00
821f4b3f-34bf-45e1-b1d6-32847facdfc3,Netlify,SiNetlify,2025-09-06 07:32:03.554936+00
8390e455-ee02-472b-a2f6-a3dd157795f1,Sketch,SiSketch,2025-09-06 07:32:03.554936+00
867efa14-a9fb-4707-b504-0525742206ef,AWS,SiAmazonaws,2025-09-06 07:32:03.554936+00
87082c34-277f-4706-9c4e-23bdf5bdb448,GitHub,SiGithub,2025-09-06 07:32:03.554936+00
883e660a-b87a-476f-8ca3-b25253f0305b,PHP,SiPhp,2025-09-06 07:32:03.554936+00
897aea7f-acbd-4e87-a308-666519977ca5,IntelliJ IDEA,SiIntellijidea,2025-09-06 07:32:03.554936+00
8a0944d8-25c1-45c9-811c-f57ff0f27e3a,Twilio,SiTwilio,2025-09-06 07:32:03.554936+00
8b301a97-3865-47b0-b343-427100eb7c00,TypeORM,SiTypeorm,2025-09-06 07:32:03.554936+00
8c60aacd-a182-41da-adb3-f54075df113e,Netlify CMS,SiNetlifycms,2025-09-06 07:32:03.554936+00
8cc2e2b7-b38e-4c0e-94d9-0c78d8b12b89,GitLab,SiGitlab,2025-09-06 07:32:03.554936+00
8dd7108b-7b05-4c2b-9359-2c9bc5408ef6,Template Literals,SiJavascript,2025-09-06 07:32:03.554936+00
8ec7437e-22c0-438b-a7c9-1e1ebc807ad9,Kubernetes,SiKubernetes,2025-09-06 07:32:03.554936+00
91974aa1-f827-4766-ad9e-583724744657,Confluence,SiConfluence,2025-09-06 07:32:03.554936+00
945f80b8-6e2a-436b-8532-52632bc62bb6,Next.js,SiNextdotjs,2025-09-06 07:32:03.554936+00
96821e70-783e-4ced-a50c-044ea12b3f80,Bootstrap,SiBootstrap,2025-09-06 07:32:03.554936+00
979f9bf0-7e76-480a-b683-22debcc0ac75,React Native,SiReact,2025-09-06 07:32:03.554936+00
99a60517-6f8e-40e5-9966-3b3af3c96bb3,WebRTC,SiWebrtc,2025-09-06 07:32:03.554936+00
9a0c4ba9-dbf3-4680-b268-983a8cb191c9,Insomnia,SiInsomnia,2025-09-06 07:32:03.554936+00
9a374d60-6551-4d50-9291-1a9d7912722e,Angular,SiAngular,2025-09-06 07:32:03.554936+00
9bb6709d-6872-4267-8acf-b10c4c8a1699,OpenID Connect,SiOpenid,2025-09-06 07:32:03.554936+00
9cd54dad-bb83-49c5-95de-ef5dcd1e790f,Lerna,SiLerna,2025-09-06 07:32:03.554936+00
9ef66260-b4a6-4515-892e-8395797b3abe,Promises,SiJavascript,2025-09-06 07:32:03.554936+00
9f027bdd-a420-410c-b44d-8044f59cd88e,OAuth,SiOauth2,2025-09-06 07:32:03.554936+00
9f16589f-b6a6-4509-895b-ac9a9c3ee4be,Flutter,SiFlutter,2025-09-06 07:32:03.554936+00
9f782fca-1ffa-4ef8-886a-de4567a5f0e9,Looker,SiLooker,2025-09-06 07:32:03.554936+00
a0d37a8d-98f0-4678-bec9-6659554365ea,Asana,SiAsana,2025-09-06 07:32:03.554936+00
a24128a6-4fa1-4c2f-b601-2a0ab5645b4c,Premiere Pro,SiAdobepremierepro,2025-09-06 07:32:03.554936+00
a2751b2e-81dd-4386-b6fa-183fddbbbc56,Colab,SiGooglecolab,2025-09-06 07:32:03.554936+00
a2ee7971-ad90-46ca-a425-ca046b9e0a12,Power BI,SiPowerbi,2025-09-06 07:32:03.554936+00
a4aab499-39d3-40e9-9a7b-998508858df1,Notion,SiNotion,2025-09-06 07:32:03.554936+00
a4ba02ae-e757-4ede-8def-90c77801b73f,PayPal,SiPaypal,2025-09-06 07:32:03.554936+00
a69c5393-5fb7-41c0-9e12-6884c11886ba,Xcode,SiXcode,2025-09-06 07:32:03.554936+00
a6bc9ee1-d1b7-404f-9252-6a28a071f543,Webpack,SiWebpack,2025-09-06 07:32:03.554936+00
a8b7869b-18f1-4820-91f7-d4ae2d475a70,Django,SiDjango,2025-09-06 07:32:03.554936+00
a9b6df82-7489-4b89-ba8b-e259d0a51af8,Prettier,SiPrettier,2025-09-06 07:32:03.554936+00
abb4b6ef-d9f2-47e0-870c-16a1d4696451,PlanetScale,SiPlanetscale,2025-09-06 07:32:03.554936+00
abe3f422-3bb8-4eaa-bc37-af18e79cc458,Jupyter,SiJupyter,2025-09-06 07:32:03.554936+00
acc46df1-2477-4ed1-b8b7-ac6e9b42447e,Datadog,SiDatadog,2025-09-06 07:32:03.554936+00
accebadc-d516-4c0a-8e3a-89fcc0af7964,Swagger,SiSwagger,2025-09-06 07:32:03.554936+00
ae25b938-d2f7-4688-a137-20c8eb0c0303,Gatsby,SiGatsby,2025-09-06 07:32:03.554936+00
b0744c1e-a3a6-4336-81d5-60d6200d8d6a,After Effects,SiAdobeaftereffects,2025-09-06 07:32:03.554936+00
b165a57b-6a45-42ce-b4ca-8a3fb00cd954,Custom Elements,SiWebcomponents,2025-09-06 07:32:03.554936+00
b1c50f5a-edaf-41fd-9e71-4be525bbb5e0,JavaScript,SiJavascript,2025-09-06 07:32:03.554936+00
b27b7d5c-7490-4f66-9eb4-764a64ed99cd,NestJS,SiNestjs,2025-09-06 07:32:03.554936+00
b2bc7dcb-2945-4002-a385-896893ce8997,Mailgun,SiMailgun,2025-09-06 07:32:03.554936+00
b7003373-ec5d-4db8-91d1-5333cba4d51d,Vuex,SiVuex,2025-09-06 07:32:03.554936+00
bd14ab3e-f35d-4d4b-a677-fc99499ee71e,Blender,SiBlender,2025-09-06 07:32:03.554936+00
bda7f955-6631-4342-ab20-0c7a369a88b2,PagerDuty,SiPagerduty,2025-09-06 07:32:03.554936+00
be7c4d70-5f7b-4a7d-9008-fc4349edf95a,Illustrator,SiAdobeillustrator,2025-09-06 07:32:03.554936+00
c2784b2e-1a93-4af2-99e3-58754b52cba1,Figma,SiFigma,2025-09-06 07:32:03.554936+00
c43551dc-12c5-4442-b08c-89dbaf5c426e,Shadow DOM,SiWebcomponents,2025-09-06 07:32:03.554936+00
c4b90e2e-bd34-4fd6-ac46-196b7f32dedf,React,SiReact,2025-09-06 07:32:03.554936+00
cac4bc1f-a2ac-47bb-b3ed-71e0efcbfe4b,pnpm,SiPnpm,2025-09-06 07:32:03.554936+00
cc333f80-0d34-4396-880e-5d3fb044a97e,GCP,SiGooglecloud,2025-09-06 07:32:03.554936+00
cd29f146-4ecf-4848-87f8-b27f478e1f3a,Eclipse,SiEclipse,2025-09-06 07:32:03.554936+00
ce4fe5b1-9314-4530-97cb-83d2cd91d3fa,Azure,SiMicrosoftazure,2025-09-06 07:32:03.554936+00
cf19b71f-fe4a-46bb-8790-63d164a6d1b4,Heroku,SiHeroku,2025-09-06 07:32:03.554936+00
d09c05d2-409e-4139-8ef6-08c959d3f02f,Generators,SiJavascript,2025-09-06 07:32:03.554936+00
d16b0351-d623-4531-a52b-e06c989db400,Chocolatey,SiChocolatey,2025-09-06 07:32:03.554936+00
d3a01581-39d6-4bac-8433-de56c97893d3,npm,SiNpm,2025-09-06 07:32:03.554936+00
d5011b66-0fb8-4d15-9b39-71d8881a3d8a,Okta,SiOkta,2025-09-06 07:32:03.554936+00
d7bd2dd4-11e7-49e8-be72-a5153f077f50,SendGrid,SiSendgrid,2025-09-06 07:32:03.554936+00
da40f61f-4cff-4c86-8841-79a4f17e3796,Docker,SiDocker,2025-09-06 07:32:03.554936+00
dd6ec478-ab0d-43bb-b1cc-0265bc9f2c72,SWR,SiSwr,2025-09-06 07:32:03.554936+00
e2ba77f2-373d-4537-81e0-0785710a3b06,Stripe,SiStripe,2025-09-06 07:32:03.554936+00
e2e10239-245c-42f1-b7b7-6e08a7c00a28,PWA,SiPwa,2025-09-06 07:32:03.554936+00
e3ca53d3-85ed-41b9-9546-96276d439a6d,Sentry,SiSentry,2025-09-06 07:32:03.554936+00
e4964302-4753-4e92-bce5-967472b367de,Svelte,SiSvelte,2025-09-06 07:32:03.554936+00
e4c03f6e-594a-47b5-bbbb-48f77b4c6c49,MongoDB,SiMongodb,2025-09-06 07:32:03.554936+00
e4ca2dc9-3534-4a56-b3df-b414f6bd1b2d,WebSockets,SiSocketdotio,2025-09-06 07:32:03.554936+00
e5a31347-c413-4cb5-81f6-ff362b7e4a77,Dart,SiDart,2025-09-06 07:32:03.554936+00
e5b68ab1-a559-4141-9e81-ed045b213316,Vite,SiVite,2025-09-06 07:32:03.554936+00
e64fa615-1148-4495-a8e4-8e23f7d012c7,Keycloak,SiKeycloak,2025-09-06 07:32:03.554936+00
e9af84f3-9c89-43f3-957a-d847255ff18a,Unity,SiUnity,2025-09-06 07:32:03.554936+00
eb37e4b1-bcc9-4052-8b85-0d0e6c626d1c,Swift,SiSwift,2025-09-06 07:32:03.554936+00
f03dbf27-6dbb-4a68-a261-9034b8bf67c9,Storybook,SiStorybook,2025-09-06 07:32:03.554936+00
f0cae2af-05e4-43dd-8488-423d3eac4c47,Vercel,SiVercel,2025-09-06 07:32:03.554936+00
f11b07df-5ea2-492d-83de-0ed65f2f70a5,VS Code,SiVisualstudiocode,2025-09-06 07:32:03.554936+00
f1ebb814-4e48-46ab-acd9-c4324aa9f686,Nuxt.js,SiNuxtdotjs,2025-09-06 07:32:03.554936+00
f2cef6d4-f265-4e5f-86b4-2f7b3b32050a,Sanity,SiSanity,2025-09-06 07:32:03.554936+00
f4c924f6-d784-4179-9947-a3440496c1c4,Vue.js,SiVuedotjs,2025-09-06 07:32:03.554936+00
f5c6f86a-bafb-4aba-aad5-659d9dae5ffa,HTML,SiHtml5,2025-09-06 07:32:03.554936+00
f87f5c48-d94f-44d3-885d-a23bf6b7d6b8,Discord,SiDiscord,2025-09-06 07:32:03.554936+00
fb3b1b55-cac9-4020-96a3-5aeb997a8fbd,SQL,SiPostgresql,2025-09-06 07:32:03.554936+00
fb981c07-aa78-41e4-952f-dd9925bcb826,Ruby on Rails,SiRubyonrails,2025-09-06 07:32:03.554936+00
fbe2f5de-b8d0-456b-b6e6-e65b5bccefd0,Service Workers,SiWebcomponents,2025-09-06 07:32:03.554936+00
fdbd9910-7ec1-480b-8453-e41c0c2d348b,ESLint,SiEslint,2025-09-06 07:32:03.554936+00
